CaseID,Attorney,Paralegal,Legal Assistant,Status,Open Date,Pending Date,Close Date,Jurisdiction,Case Type
ID-0815,Attorney 6,Paralegal 2,Legal Assistant 2,Open,2021-11-08,,,Immigration Court,Cancellation of removal
ID-0816,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2021-11-08,,,USCIS,Relative Petition
ID-0817,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2021-11-09,2022-03-22,2023-04-19,Immigration Court,Cancellation of removal
ID-0818,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2021-11-12,2023-03-17,2025-04-12,USCIS,Relative Petition
ID-0819,Attorney 1,Paralegal 5,Legal Assistant 2,Closed,2021-11-14,2024-11-06,2025-07-24,USCIS,Naturalization
ID-0820,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2021-11-17,2025-07-26,,USCIS,Relative Petition
ID-0821,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2021-11-19,,,USCIS,Adjustment of Status
ID-0822,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2021-11-20,2022-10-19,2023-07-25,USCIS,Humanitarian reinstatement
ID-0823,Attorney 2,Paralegal 2,Legal Assistant 1,Open,2021-11-20,,,USCIS,Relative Petition
ID-0824,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2021-11-20,2025-12-02,2025-12-28,USCIS,Employment authorization
ID-0825,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2021-11-21,2022-09-08,2025-12-08,BIA,BIA appeal
ID-0826,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2021-11-21,,,USCIS,Adjustment of Status
ID-0827,Attorney 1,Paralegal 3,Legal Assistant 2,Pending,2021-11-24,2023-08-10,,Immigration Court,Asylum
ID-0828,Attorney 3,Paralegal 5,Legal Assistant 3,Pending,2021-11-24,2023-03-11,,USCIS,Adjustment of Status
ID-0829,Attorney 3,Paralegal 1,Legal Assistant 2,Open,2021-11-24,,,USCIS,I-601
ID-0830,Attorney 2,Paralegal 1,Legal Assistant 3,Closed,2021-11-25,2023-08-23,2025-02-13,USCIS,VAWA
ID-0831,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2021-11-26,2025-08-07,,USCIS,Relative Petition
ID-0832,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2021-11-26,2024-11-26,2025-02-26,USCIS,I-601
ID-0833,Attorney 1,Paralegal 5,Legal Assistant 1,Closed,2021-11-26,2025-03-02,2025-12-13,Immigration Court,Motion to reopen
ID-0834,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2021-11-27,2022-12-12,2023-09-02,USCIS,Asylum
ID-0835,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2021-11-27,2025-10-13,2025-11-17,USCIS,Employment authorization
ID-0836,Attorney 3,Paralegal 4,Legal Assistant 3,Closed,2021-11-30,2023-09-11,2025-09-04,BIA,Motion to reopen
ID-0837,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2021-11-30,2024-07-30,2025-04-27,Immigration Court,Asylum
ID-0838,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2021-12-01,2024-10-07,2025-01-25,USCIS,Humanitarian parole
ID-0839,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2021-12-01,2024-08-16,2024-09-26,USCIS,I-90
ID-0840,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2021-12-01,2024-05-17,2024-12-18,USCIS,U Visa
ID-0841,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2021-12-02,2023-11-18,,USCIS,Adjustment of Status
ID-0842,Attorney 3,Paralegal 5,Legal Assistant 1,Closed,2021-12-02,2024-07-24,2025-07-12,USCIS,VAWA
ID-0843,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2021-12-02,2025-08-12,2025-11-21,Immigration Court,Motion to reopen
ID-0844,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2021-12-02,2023-07-06,2024-01-25,USCIS,Adjustment of Status
ID-0845,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2021-12-04,2024-01-04,,USCIS,Adjustment of Status
ID-0846,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2021-12-04,2022-08-29,2023-03-11,USCIS,Humanitarian parole
ID-0847,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2021-12-04,2023-05-17,2025-03-20,USCIS,Humanitarian parole
ID-0848,Attorney 4,Paralegal 3,Legal Assistant 1,Pending,2021-12-05,2025-01-27,,USCIS,I-601
ID-0849,Attorney 4,Paralegal 2,Legal Assistant 2,Pending,2021-12-07,2024-07-15,,BIA,Cancellation of removal
ID-0850,Attorney 5,Paralegal 1,Legal Assistant 2,Pending,2021-12-07,2022-10-17,,USCIS,Relative Petition
ID-0851,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2021-12-08,2024-02-27,2024-06-14,BIA,BIA appeal
ID-0852,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2021-12-08,2025-03-27,2025-04-14,USCIS,Humanitarian reinstatement
ID-0853,Attorney 4,Paralegal 2,Legal Assistant 1,Open,2021-12-09,,,BIA,Cancellation of removal
ID-0854,Attorney 1,Paralegal 3,Legal Assistant 2,Open,2021-12-09,,,USCIS,Asylum
ID-0855,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2021-12-14,2022-06-16,2024-03-07,USCIS,I-601A
ID-0856,Attorney 1,Paralegal 4,Legal Assistant 1,Pending,2021-12-15,2022-03-17,,USCIS,Relative Petition
ID-0857,Attorney 6,Paralegal 3,Legal Assistant 1,Closed,2021-12-16,2023-07-19,2024-12-12,USCIS,VAWA
ID-0858,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2021-12-17,2024-08-12,,USCIS,Asylum
ID-0859,Attorney 2,Paralegal 2,Legal Assistant 2,Pending,2021-12-17,2023-03-25,,USCIS,Employment authorization
ID-0860,Attorney 2,Paralegal 3,Legal Assistant 1,Pending,2021-12-19,2025-04-12,,BIA,Asylum
ID-0861,Attorney 1,Paralegal 5,Legal Assistant 1,Pending,2021-12-20,2025-05-20,,USCIS,Asylum
ID-0862,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2021-12-21,2024-02-13,,USCIS,Relative Petition
ID-0863,Attorney 3,Paralegal 2,Legal Assistant 2,Pending,2021-12-21,2023-07-02,,BIA,BIA appeal
ID-0864,Attorney 2,Paralegal 1,Legal Assistant 2,Open,2021-12-22,,,USCIS,U Visa
ID-0865,Attorney 2,Paralegal 3,Legal Assistant 1,Closed,2021-12-22,2022-02-22,2023-02-01,BIA,Asylum
ID-0866,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2021-12-24,,,Immigration Court,Asylum
ID-0867,Attorney 3,Paralegal 5,Legal Assistant 2,Pending,2021-12-24,2025-04-14,,USCIS,Employment authorization
ID-0868,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2021-12-25,2025-07-31,2025-09-02,Immigration Court,Motion to reopen
ID-0869,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2021-12-25,,,USCIS,I-601
ID-0870,Attorney 6,Paralegal 3,Legal Assistant 1,Closed,2021-12-26,2023-10-06,2024-04-16,USCIS,Employment authorization
ID-0871,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2021-12-26,2024-01-23,2024-09-22,Immigration Court,Asylum
ID-0872,Attorney 2,Paralegal 4,Legal Assistant 1,Open,2021-12-26,,,USCIS,Employment authorization
ID-0873,Attorney 7,Paralegal 1,Legal Assistant 1,Pending,2021-12-27,2025-01-04,,USCIS,Naturalization
ID-0874,Attorney 1,Paralegal 4,Legal Assistant 2,Pending,2021-12-27,2024-10-11,,USCIS,Adjustment of Status
ID-0875,Attorney 6,Paralegal 3,Legal Assistant 1,Closed,2021-12-29,2022-07-15,2022-07-27,BIA,Asylum
ID-0876,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2021-12-29,2024-09-08,2024-09-14,USCIS,VAWA
ID-0877,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2021-12-29,,,USCIS,Relative Petition
ID-0878,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2021-12-30,2025-09-12,,USCIS,Relative Petition
ID-0879,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2021-12-31,2025-01-01,,USCIS,I-90
ID-0880,Attorney 2,Paralegal 3,Legal Assistant 2,Pending,2021-12-31,2023-12-04,,USCIS,Adjustment of Status
ID-0881,Attorney 1,Paralegal 2,Legal Assistant 3,Open,2022-01-01,,,USCIS,Humanitarian reinstatement
ID-0882,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2022-01-01,,,USCIS,I-601A
ID-0883,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2022-01-02,2024-02-05,2024-10-20,USCIS,Humanitarian parole
ID-0884,Attorney 3,Paralegal 5,Legal Assistant 1,Pending,2022-01-02,2023-01-17,,USCIS,Humanitarian reinstatement
ID-0885,Attorney 1,Paralegal 3,Legal Assistant 3,Pending,2022-01-02,2024-08-24,,USCIS,I-751
ID-0886,Attorney 3,Paralegal 3,Legal Assistant 1,Open,2022-01-03,,,BIA,Cancellation of removal
ID-0887,Attorney 6,Paralegal 3,Legal Assistant 1,Open,2022-01-03,,,USCIS,Employment authorization
ID-0888,Attorney 3,Paralegal 2,Legal Assistant 2,Open,2022-01-03,,,USCIS,Employment authorization
ID-0889,Attorney 4,Paralegal 5,Legal Assistant 1,Open,2022-01-04,,,USCIS,I-601
ID-0890,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2022-01-05,2022-12-23,2023-01-14,USCIS,Naturalization
ID-0891,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2022-01-05,,,USCIS,I-90
ID-0892,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2022-01-06,2023-05-19,2024-03-19,Immigration Court,Motion to reopen
ID-0893,Attorney 6,Paralegal 1,Legal Assistant 2,Pending,2022-01-06,2023-01-27,,USCIS,Relative Petition
ID-0894,Attorney 3,Paralegal 3,Legal Assistant 1,Pending,2022-01-06,2023-05-09,,USCIS,Relative Petition
ID-0895,Attorney 4,Paralegal 1,Legal Assistant 2,Pending,2022-01-07,2023-06-25,,Immigration Court,Motion to reopen
ID-0896,Attorney 7,Paralegal 3,Legal Assistant 1,Pending,2022-01-08,2022-05-09,,USCIS,Employment authorization
ID-0897,Attorney 1,Paralegal 5,Legal Assistant 1,Pending,2022-01-08,2024-11-16,,Immigration Court,Asylum
ID-0898,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2022-01-09,,,USCIS,I-601A
ID-0899,Attorney 3,Paralegal 1,Legal Assistant 2,Open,2022-01-12,,,USCIS,VAWA
ID-0900,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2022-01-12,2023-10-13,,USCIS,Adjustment of Status
ID-0901,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2022-01-13,2025-10-20,2025-12-01,USCIS,I-601A
ID-0902,Attorney 4,Paralegal 3,Legal Assistant 1,Closed,2022-01-14,2022-10-03,2022-11-09,Immigration Court,Cancellation of removal
ID-0903,Attorney 2,Paralegal 2,Legal Assistant 1,Open,2022-01-14,,,USCIS,VAWA
ID-0904,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2022-01-15,2024-09-09,2025-07-02,USCIS,I-90
ID-0905,Attorney 3,Paralegal 2,Legal Assistant 1,Open,2022-01-15,,,Immigration Court,Cancellation of removal
ID-0906,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2022-01-16,,,USCIS,I-601A
ID-0907,Attorney 5,Paralegal 1,Legal Assistant 1,Open,2022-01-17,,,USCIS,Relative Petition
ID-0908,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2022-01-17,,,USCIS,Relative Petition
ID-0909,Attorney 5,Paralegal 1,Legal Assistant 3,Pending,2022-01-17,2022-10-03,,USCIS,I-601A
ID-0910,Attorney 2,Paralegal 4,Legal Assistant 1,Pending,2022-01-18,2024-03-18,,USCIS,Relative Petition
ID-0911,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-01-19,2023-12-28,2025-03-28,USCIS,U Visa
ID-0912,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2022-01-19,2023-10-28,2025-01-26,BIA,BIA appeal
ID-0913,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2022-01-20,2024-08-21,2025-06-29,USCIS,Adjustment of Status
ID-0914,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2022-01-20,2025-04-28,,USCIS,VAWA
ID-0915,Attorney 5,Paralegal 1,Legal Assistant 2,Pending,2022-01-22,2023-04-23,,Immigration Court,Cancellation of removal
ID-0916,Attorney 4,Paralegal 3,Legal Assistant 2,Closed,2022-01-23,2025-05-29,2025-11-20,USCIS,U Visa
ID-0917,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2022-01-23,2022-10-16,2023-01-07,BIA,Motion to reopen
ID-0918,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2022-01-24,2023-03-22,2023-09-10,USCIS,VAWA
ID-0919,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2022-01-24,2023-04-16,,USCIS,U Visa
ID-0920,Attorney 4,Paralegal 2,Legal Assistant 2,Open,2022-01-25,,,USCIS,Adjustment of Status
ID-0921,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2022-01-26,,,BIA,BIA appeal
ID-0922,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2022-01-27,2025-10-26,2025-11-16,USCIS,Adjustment of Status
ID-0923,Attorney 6,Paralegal 5,Legal Assistant 2,Pending,2022-01-28,2022-07-17,,USCIS,I-90
ID-0924,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2022-01-28,,,USCIS,Relative Petition
ID-0925,Attorney 1,Paralegal 5,Legal Assistant 3,Open,2022-01-30,,,USCIS,Relative Petition
ID-0926,Attorney 4,Paralegal 1,Legal Assistant 2,Open,2022-01-31,,,USCIS,Employment authorization
ID-0927,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2022-01-31,2023-08-20,,USCIS,Adjustment of Status
ID-0928,Attorney 5,Paralegal 3,Legal Assistant 2,Closed,2022-02-03,2023-10-02,2025-04-19,USCIS,Adjustment of Status
ID-0929,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-02-04,2025-03-21,2025-11-25,USCIS,Adjustment of Status
ID-0930,Attorney 3,Paralegal 1,Legal Assistant 2,Open,2022-02-04,,,Immigration Court,Cancellation of removal
ID-0931,Attorney 7,Paralegal 1,Legal Assistant 2,Open,2022-02-04,,,USCIS,I-601A
ID-0932,Attorney 7,Paralegal 3,Legal Assistant 3,Pending,2022-02-05,2023-12-30,,USCIS,Humanitarian reinstatement
ID-0933,Attorney 6,Paralegal 1,Legal Assistant 1,Closed,2022-02-05,2025-11-14,2025-12-28,USCIS,Humanitarian reinstatement
ID-0934,Attorney 5,Paralegal 4,Legal Assistant 1,Pending,2022-02-05,2024-12-26,,USCIS,Humanitarian reinstatement
ID-0935,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2022-02-07,2024-11-05,,USCIS,Relative Petition
ID-0936,Attorney 7,Paralegal 5,Legal Assistant 1,Pending,2022-02-08,2025-01-14,,USCIS,Naturalization
ID-0937,Attorney 6,Paralegal 1,Legal Assistant 2,Open,2022-02-08,,,USCIS,I-601
ID-0938,Attorney 2,Paralegal 2,Legal Assistant 1,Pending,2022-02-09,2022-09-27,,USCIS,I-90
ID-0939,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2022-02-09,2023-11-10,,USCIS,Employment authorization
ID-0940,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-02-12,2024-05-24,2025-05-01,USCIS,Relative Petition
ID-0941,Attorney 2,Paralegal 1,Legal Assistant 2,Open,2022-02-12,,,USCIS,I-601A
ID-0942,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2022-02-12,2022-12-05,,USCIS,Employment authorization
ID-0943,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2022-02-12,,,USCIS,Humanitarian parole
ID-0944,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2022-02-12,2022-07-31,2023-12-26,USCIS,Employment authorization
ID-0945,Attorney 2,Paralegal 5,Legal Assistant 2,Pending,2022-02-12,2022-08-24,,USCIS,Adjustment of Status
ID-0946,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2022-02-13,,,USCIS,Naturalization
ID-0947,Attorney 7,Paralegal 1,Legal Assistant 1,Closed,2022-02-13,2025-03-08,2025-07-09,USCIS,Relative Petition
ID-0948,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2022-02-14,,,USCIS,Naturalization
ID-0949,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-02-15,2024-09-02,2024-10-02,USCIS,I-90
ID-0950,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2022-02-16,,,USCIS,Relative Petition
ID-0951,Attorney 5,Paralegal 3,Legal Assistant 3,Open,2022-02-17,,,USCIS,Relative Petition
ID-0952,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2022-02-18,2023-03-23,,USCIS,Adjustment of Status
ID-0953,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-02-18,2024-12-25,2025-06-16,USCIS,I-601
ID-0954,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2022-02-18,2024-10-27,2025-06-05,USCIS,Relative Petition
ID-0955,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2022-02-19,2025-04-17,2025-06-10,Immigration Court,Cancellation of removal
ID-0956,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2022-02-20,2025-08-27,,USCIS,VAWA
ID-0957,Attorney 3,Paralegal 5,Legal Assistant 1,Open,2022-02-20,,,USCIS,Adjustment of Status
ID-0958,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2022-02-22,2025-07-19,,USCIS,Adjustment of Status
ID-0959,Attorney 2,Paralegal 2,Legal Assistant 3,Pending,2022-02-24,2022-11-06,,BIA,Motion to reopen
ID-0960,Attorney 1,Paralegal 3,Legal Assistant 2,Pending,2022-02-26,2025-02-11,,USCIS,Relative Petition
ID-0961,Attorney 2,Paralegal 3,Legal Assistant 3,Pending,2022-02-27,2023-09-02,,USCIS,I-601A
ID-0962,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2022-02-27,2023-09-16,2025-06-20,USCIS,Humanitarian reinstatement
ID-0963,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2022-02-28,2024-08-24,2025-09-30,USCIS,Asylum
ID-0964,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2022-02-28,2024-06-22,2024-12-08,USCIS,I-90
ID-0965,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2022-03-02,2023-10-11,2025-10-23,USCIS,I-601A
ID-0966,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2022-03-03,,,USCIS,Naturalization
ID-0967,Attorney 7,Paralegal 3,Legal Assistant 1,Open,2022-03-05,,,Immigration Court,Motion to reopen
ID-0968,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2022-03-07,2025-12-31,2025-12-31,USCIS,Naturalization
ID-0969,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2022-03-07,2022-11-06,,USCIS,Humanitarian reinstatement
ID-0970,Attorney 1,Paralegal 4,Legal Assistant 1,Pending,2022-03-08,2022-07-22,,USCIS,Naturalization
ID-0971,Attorney 4,Paralegal 1,Legal Assistant 2,Open,2022-03-10,,,USCIS,Relative Petition
ID-0972,Attorney 6,Paralegal 1,Legal Assistant 3,Open,2022-03-10,,,USCIS,I-601A
ID-0973,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2022-03-10,2022-04-20,2022-09-12,USCIS,Humanitarian reinstatement
ID-0974,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2022-03-11,,,USCIS,I-601
ID-0975,Attorney 4,Paralegal 2,Legal Assistant 3,Closed,2022-03-11,2025-04-17,2025-12-08,USCIS,Employment authorization
ID-0976,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2022-03-13,2023-09-29,,Immigration Court,Motion to reopen
ID-0977,Attorney 5,Paralegal 2,Legal Assistant 1,Closed,2022-03-14,2023-11-12,2025-07-04,USCIS,Humanitarian reinstatement
ID-0978,Attorney 4,Paralegal 2,Legal Assistant 2,Closed,2022-03-15,2024-09-01,2024-12-19,USCIS,Naturalization
ID-0979,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2022-03-15,,,BIA,Cancellation of removal
ID-0980,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2022-03-17,2023-11-11,,USCIS,I-90
ID-0981,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2022-03-17,2024-05-20,2025-06-08,Immigration Court,Motion to reopen
ID-0982,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2022-03-18,2022-06-07,2023-07-17,Immigration Court,Cancellation of removal
ID-0983,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2022-03-18,2022-10-21,,USCIS,I-601
ID-0984,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2022-03-18,2025-09-28,2025-12-13,USCIS,Naturalization
ID-0985,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2022-03-19,2023-12-03,2024-04-03,BIA,Cancellation of removal
ID-0986,Attorney 7,Paralegal 1,Legal Assistant 1,Closed,2022-03-19,2022-11-06,2023-08-15,USCIS,U Visa
ID-0987,Attorney 2,Paralegal 1,Legal Assistant 3,Closed,2022-03-19,2023-08-12,2024-05-06,USCIS,Employment authorization
ID-0988,Attorney 1,Paralegal 5,Legal Assistant 2,Open,2022-03-19,,,USCIS,Employment authorization
ID-0989,Attorney 2,Paralegal 1,Legal Assistant 3,Open,2022-03-20,,,BIA,Cancellation of removal
ID-0990,Attorney 4,Paralegal 1,Legal Assistant 1,Open,2022-03-20,,,USCIS,Relative Petition
ID-0991,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2022-03-21,2023-06-27,2023-12-28,USCIS,Employment authorization
ID-0992,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2022-03-21,,,Immigration Court,Motion to reopen
ID-0993,Attorney 2,Paralegal 1,Legal Assistant 3,Pending,2022-03-22,2023-04-05,,Immigration Court,Motion to reopen
ID-0994,Attorney 6,Paralegal 2,Legal Assistant 3,Closed,2022-03-25,2023-05-04,2024-03-23,BIA,Asylum
ID-0995,Attorney 1,Paralegal 5,Legal Assistant 1,Closed,2022-03-29,2024-12-25,2025-08-06,USCIS,Relative Petition
ID-0996,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-03-30,2022-08-24,2024-10-08,BIA,Motion to reopen
ID-0997,Attorney 7,Paralegal 1,Legal Assistant 1,Pending,2022-04-01,2023-05-31,,USCIS,Employment authorization
ID-0998,Attorney 1,Paralegal 4,Legal Assistant 2,Closed,2022-04-02,2024-01-03,2025-02-10,USCIS,I-90
ID-0999,Attorney 1,Paralegal 3,Legal Assistant 3,Pending,2022-04-02,2024-04-11,,Immigration Court,Motion to reopen
ID-1000,Attorney 2,Paralegal 5,Legal Assistant 2,Closed,2022-04-02,2025-07-21,2025-08-21,USCIS,I-601
ID-1001,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-04-02,2025-09-17,2025-10-09,BIA,Motion to reopen
ID-1002,Attorney 1,Paralegal 5,Legal Assistant 3,Open,2022-04-03,,,Immigration Court,Asylum
ID-1003,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2022-04-03,2023-05-15,2025-10-15,USCIS,Employment authorization
ID-1004,Attorney 3,Paralegal 3,Legal Assistant 1,Pending,2022-04-04,2024-04-11,,USCIS,Adjustment of Status
ID-1005,Attorney 2,Paralegal 4,Legal Assistant 2,Closed,2022-04-04,2022-05-05,2023-04-06,USCIS,I-90
ID-1006,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2022-04-06,2024-07-27,2024-09-19,USCIS,Relative Petition
ID-1007,Attorney 2,Paralegal 1,Legal Assistant 2,Open,2022-04-08,,,Immigration Court,Cancellation of removal
ID-1008,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2022-04-09,2022-11-04,2024-04-11,USCIS,Adjustment of Status
ID-1009,Attorney 4,Paralegal 4,Legal Assistant 1,Closed,2022-04-09,2022-07-18,2022-07-27,Immigration Court,Motion to reopen
ID-1010,Attorney 4,Paralegal 1,Legal Assistant 1,Pending,2022-04-10,2024-10-11,,USCIS,Humanitarian reinstatement
ID-1011,Attorney 3,Paralegal 4,Legal Assistant 1,Pending,2022-04-10,2022-12-09,,USCIS,I-601A
ID-1012,Attorney 5,Paralegal 1,Legal Assistant 2,Closed,2022-04-11,2024-01-21,2024-09-21,USCIS,Adjustment of Status
ID-1013,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2022-04-11,2022-08-27,,USCIS,Relative Petition
ID-1014,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2022-04-12,,,USCIS,I-601
ID-1015,Attorney 7,Paralegal 4,Legal Assistant 1,Open,2022-04-14,,,USCIS,Employment authorization
ID-1016,Attorney 5,Paralegal 1,Legal Assistant 2,Closed,2022-04-15,2025-01-21,2025-11-12,Immigration Court,Asylum
ID-1017,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2022-04-15,,,Immigration Court,Asylum
ID-1018,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2022-04-16,2025-02-16,,BIA,Cancellation of removal
ID-1019,Attorney 2,Paralegal 5,Legal Assistant 1,Closed,2022-04-16,2024-06-03,2024-11-05,USCIS,Adjustment of Status
ID-1020,Attorney 2,Paralegal 3,Legal Assistant 1,Closed,2022-04-16,2025-05-23,2025-10-27,USCIS,Relative Petition
ID-1021,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2022-04-16,2023-11-29,2024-12-07,BIA,Cancellation of removal
ID-1022,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2022-04-16,2022-12-25,,USCIS,Adjustment of Status
ID-1023,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2022-04-17,2022-11-08,2023-12-22,USCIS,Adjustment of Status
ID-1024,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2022-04-17,2023-02-08,,Immigration Court,Cancellation of removal
ID-1025,Attorney 5,Paralegal 4,Legal Assistant 1,Closed,2022-04-22,2023-01-18,2025-01-01,USCIS,Humanitarian parole
ID-1026,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2022-04-23,2023-07-03,2024-12-28,USCIS,U Visa
ID-1027,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2022-04-23,,,USCIS,Adjustment of Status
ID-1028,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2022-04-23,2023-02-06,2024-01-10,USCIS,Relative Petition
ID-1029,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2022-04-24,2024-06-29,2024-10-30,USCIS,Naturalization
ID-1030,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2022-04-25,2022-11-11,2025-09-27,USCIS,VAWA
ID-1031,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2022-04-25,2024-08-09,,USCIS,U Visa
ID-1032,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2022-04-25,2023-07-19,2023-12-17,USCIS,Relative Petition
ID-1033,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2022-04-26,2024-11-05,2025-12-14,USCIS,Humanitarian parole
ID-1034,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2022-04-26,2024-03-16,,USCIS,VAWA
ID-1035,Attorney 1,Paralegal 2,Legal Assistant 3,Open,2022-04-26,,,USCIS,Employment authorization
